ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6(Ddx6)	Mus musculus	NA	NA	GO:0006417~regulation of translation,GO:0007283~spermatogenesis,GO:0010501~RNA secondary structure unwinding,GO:0019074~viral RNA genome packaging,GO:0019827~stem cell population maintenance,GO:0033962~cytoplasmic mRNA processing body assembly,GO:0045665~negative regulation of neuron differentiation,GO:0098609~cell-cell adhesion,	GO:0000792~heterochromatin,GO:0000932~cytoplasmic mRNA processing body,GO:0001520~outer dense fiber,GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005913~cell-cell adherens junction,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0016442~RISC complex,GO:0043186~P granule,GO:0043231~intracellular membrane-bounded organelle,GO:0097227~sperm annulus,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0019904~protein domain specific binding,GO:0044822~poly(A) RNA binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000629:RNA helicase, ATP-dependent, DEAD-box, conserved site,IPR001650:Helicase, C-terminal,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014014:RNA helicase, DEAD-box type, Q motif,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	mmu03018:RNA degradation,	NA	SM00487:DEXDc,SM00490:HELICc,	ATP-binding,Complete proteome,Cytoplasm,Helicase,Hydrolase,Nucleotide-binding,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,Ubl conjugation,	chain:Probable ATP-dependent RNA helicase DDX6,domain:Helicase ATP-binding,domain:Helicase C-terminal,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,short sequence motif:DEAD box,short sequence motif:Q motif,
Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked(Ddx3x)	Mus musculus	NA	NA	GO:0002376~immune system process,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006413~translational initiation,GO:0006417~regulation of translation,GO:0006915~apoptotic process,GO:0007059~chromosome segregation,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0009615~response to virus,GO:0010468~regulation of gene expression,GO:0010501~RNA secondary structure unwinding,GO:0010628~positive regulation of gene expression,GO:0016055~Wnt signaling pathway,GO:0017148~negative regulation of translation,GO:0030307~positive regulation of cell growth,GO:0030308~negative regulation of cell growth,GO:0031333~negative regulation of protein complex assembly,GO:0034063~stress granule assembly,GO:0035556~intracellular signal transduction,GO:0042254~ribosome biogenesis,GO:0042256~mature ribosome assembly,GO:0043065~positive regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0045070~positive regulation of viral genome replication,GO:0045087~innate immune response,GO:0045727~positive regulation of translation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0045948~positive regulation of translational initiation,GO:0071243~cellular response to arsenic-containing substance,GO:0071470~cellular response to osmotic stress,GO:0097193~intrinsic apoptotic signaling pathway,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,GO:1903608~protein localization to cytoplasmic stress granule,GO:2001243~negative regulation of intrinsic apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0005913~cell-cell adherens junction,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0016607~nuclear speck,GO:0022627~cytosolic small ribosomal subunit,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003924~GTPase activity,GO:0004003~ATP-dependent DNA helicase activity,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0008143~poly(A) binding,GO:0008190~eukaryotic initiation factor 4E binding,GO:0016787~hydrolase activity,GO:0016887~ATPase activity,GO:0017111~nucleoside-triphosphatase activity,GO:0031369~translation initiation factor binding,GO:0035613~RNA stem-loop binding,GO:0043024~ribosomal small subunit binding,GO:0043273~CTPase activity,GO:0044822~poly(A) RNA binding,GO:0048027~mRNA 5'-UTR binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000629:RNA helicase, ATP-dependent, DEAD-box, conserved site,IPR001650:Helicase, C-terminal,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014014:RNA helicase, DEAD-box type, Q motif,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	mmu04622:RIG-I-like receptor signaling pathway,mmu05161:Hepatitis B,mmu05203:Viral carcinogenesis,	NA	SM00487:DEXDc,SM00490:HELICc,	Acetylation,Apoptosis,ATP-binding,Chromosome partition,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Helicase,Hydrolase,Immunity,Innate immunity,Isopeptide bond,Membrane,Methylation,Mitochondrion,Mitochondrion outer membrane,Nucleotide-binding,Nucleus,Phosphoprotein,Reference proteome,Ribosome biogenesis,RNA-binding,Transcription,Transcription regulation,Translation regulation,Ubl conjugation,	chain:ATP-dependent RNA helicase DDX3X,compositionally biased region:Gly/Ser-rich,compositionally biased region:Poly-Gly,compositionally biased region:Poly-Ser,domain:Helicase ATP-binding,domain:Helicase C-terminal,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Necessary for interaction with XPO1,short sequence motif:DEAD box,short sequence motif:Q motif,
Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36(Dhx36)	Mus musculus	NA	Defense mechanisms,	GO:0001503~ossification,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006396~RNA processing,GO:0009615~response to virus,GO:0010501~RNA secondary structure unwinding,GO:0032206~positive regulation of telomere maintenance,GO:0043330~response to exogenous dsRNA,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0000781~chromosome, telomeric region,GO:0005634~nucleus,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0001047~core promoter binding,GO:0002151~G-quadruplex RNA binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003725~double-stranded RNA binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0008094~DNA-dependent ATPase activity,GO:0016787~hydrolase activity,GO:0042826~histone deacetylase binding,GO:0044212~transcription regulatory region DNA binding,GO:0044822~poly(A) RNA binding,GO:0051880~G-quadruplex DNA binding,	IPR001650:Helicase, C-terminal,IPR002464:DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site,IPR007502:Helicase-associated domain,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR011709:Domain of unknown function DUF1605,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	mmu03018:RNA degradation,	NA	SM00487:DEXDc,SM00490:HELICc,SM00847:SM00847,	Acetylation,ATP-binding,Chromosome,Coiled coil,Complete proteome,Cytoplasm,DNA-binding,Helicase,Hydrolase,Nucleotide-binding,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,Telomere,Transcription,Transcription regulation,	chain:Probable ATP-dependent RNA helicase DHX36,compositionally biased region:Gly-rich,domain:Helicase ATP-binding,domain:Helicase C-terminal,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,short sequence motif:DEAH box,
Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9(Dhx9)	Mus musculus	NA	NA	GO:0001649~osteoblast differentiation,GO:0006396~RNA processing,GO:0007623~circadian rhythm,GO:0034605~cellular response to heat,GO:0048511~rhythmic process,GO:0070934~CRD-mediated mRNA stabilization,GO:1903608~protein localization to cytoplasmic stress granule,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0070937~CRD-mediated mRNA stability complex,GO:0097165~nuclear stress granule,	GO:0000166~nucleotide binding,GO:0001085~RNA polymerase II transcription factor binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016787~hydrolase activity,GO:0044822~poly(A) RNA binding,	IPR001650:Helicase, C-terminal,IPR002464:DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site,IPR007502:Helicase-associated domain,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR011709:Domain of unknown function DUF1605,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014720:Double-stranded RNA-binding-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	NA	NA	SM00358:DSRM,SM00487:DEXDc,SM00490:HELICc,SM00847:SM00847,	3D-structure,Acetylation,Activator,Alternative splicing,ATP-binding,Biological rhythms,Complete proteome,Cytoplasm,DNA-binding,Helicase,Hydrolase,Methylation,Nucleotide-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:ATP-dependent RNA helicase A,compositionally biased region:Arg/Gly/Ser/Tyr-rich,domain:DRBM 1,domain:DRBM 2,domain:Helicase ATP-binding,domain:Helicase C-terminal,helix,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Interaction with BRCA1,region of interest:Interaction with CREBBP,region of interest:MTAD,sequence conflict,short sequence motif:DEAH box,short sequence motif:Nuclear localization signal,splice variant,strand,turn,
Dis3l2	DIS3 like 3'-5' exoribonuclease 2(Dis3l2)	Mus musculus	NA	Transcription,	GO:0000291~nuclear-transcribed mRNA catabolic process, exonucleolytic,GO:0006364~rRNA processing,GO:0006402~mRNA catabolic process,GO:0007049~cell cycle,GO:0007067~mitotic nuclear division,GO:0008285~negative regulation of cell proliferation,GO:0010587~miRNA catabolic process,GO:0016075~rRNA catabolic process,GO:0019827~stem cell population maintenance,GO:0034427~nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',GO:0051301~cell division,GO:0051306~mitotic sister chromatid separation,GO:1990074~polyuridylation-dependent mRNA catabolic process,	GO:0000176~nuclear exosome (RNase complex),GO:0000177~cytoplasmic exosome (RNase complex),GO:0000932~cytoplasmic mRNA processing body,GO:0005737~cytoplasm,	GO:0000175~3'-5'-exoribonuclease activity,GO:0000287~magnesium ion binding,GO:0003723~RNA binding,GO:0004518~nuclease activity,GO:0004527~exonuclease activity,GO:0004540~ribonuclease activity,GO:0008266~poly(U) RNA binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	IPR012340:Nucleic acid-binding, OB-fold,IPR022966:Ribonuclease II/R, conserved site,	NA	NA	NA	3D-structure,Acetylation,Alternative splicing,Cell cycle,Cell division,Complete proteome,Cytoplasm,Exonuclease,Hydrolase,Magnesium,Metal-binding,Mitosis,Nuclease,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Tumor suppressor,	chain:DIS3-like exonuclease 2,modified residue,splice variant,
Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)(Elavl1)	Mus musculus	NA	NA	GO:0006417~regulation of translation,GO:0045727~positive regulation of translation,GO:0048255~mRNA stabilization,GO:0060965~negative regulation of gene silencing by miRNA,GO:0070935~3'-UTR-mediated mRNA stabilization,GO:2000036~regulation of stem cell population maintenance,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:1990904~ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003725~double-stranded RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0017091~AU-rich element binding,GO:0019901~protein kinase binding,GO:0035925~mRNA 3'-UTR AU-rich region binding,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR002343:Paraneoplastic encephalomyelitis antigen,IPR006548:Splicing factor ELAV/HuD,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu04152:AMPK signaling pathway,	NA	SM00360:RRM,	Acetylation,Complete proteome,Cytoplasm,Methylation,Nucleus,Phosphoprotein,Reference proteome,Repeat,RNA-binding,	chain:ELAV-like protein 1,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,
Ewsr1	Ewing sarcoma breakpoint region 1(Ewsr1)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0008270~zinc ion binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,	IPR000504:RNA recognition motif domain,IPR001876:Zinc finger, RanBP2-type,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu05202:Transcriptional misregulation in cancer,	NA	SM00360:RRM,SM00547:ZnF_RBZ,	Acetylation,Calmodulin-binding,Cell membrane,Complete proteome,Cytoplasm,Membrane,Metal-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:RNA-binding protein EWS,compositionally biased region:Arg/Gly/Pro-rich,domain:IQ,domain:RRM,modified residue,region of interest:31 X approximate tandem repeats,region of interest:EAD (Gln/Pro/Thr-rich),repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:28,repeat:29,repeat:3,repeat:30,repeat:31,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,zinc finger region:RanBP2-type,
Fip1l1	FIP1 like 1 (S. cerevisiae)(Fip1l1)	Mus musculus	NA	NA	GO:0006378~mRNA polyadenylation,GO:0006397~mRNA processing,	GO:0005634~nucleus,GO:0005847~mRNA cleavage and polyadenylation specificity factor complex,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR007854:Pre-mRNA polyadenylation factor Fip1,	mmu03015:mRNA surveillance pathway,	NA	NA	Alternative splicing,Complete proteome,mRNA processing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,	chain:Pre-mRNA 3'-end-processing factor FIP1,compositionally biased region:Arg-rich,compositionally biased region:Glu-rich,compositionally biased region:Pro-rich,modified residue,region of interest:Necessary for stimulating PAPOLA activity,region of interest:Sufficient for interaction with CPSF1 and CSTF3,region of interest:Sufficient for interaction with CPSF4,region of interest:Sufficient for interaction with PAPOLA,splice variant,
G3bp1	GTPase activating protein (SH3 domain) binding protein 1(G3bp1)	Mus musculus	NA	NA	GO:0006810~transport,GO:0090090~negative regulation of canonical Wnt signaling pathway,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005925~focal adhesion,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0004386~helicase activity,GO:0004518~nuclease activity,GO:0004519~endonuclease activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR002075:Nuclear transport factor 2,IPR012677:Nucleotide-binding, alpha-beta plait,IPR018222:Nuclear transport factor 2, Eukaryote,	NA	NA	SM00360:RRM,	Acetylation,ATP-binding,Cell membrane,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Endonuclease,Helicase,Hydrolase,Membrane,Methylation,Nuclease,Nucleotide-binding,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,Transport,	chain:Ras GTPase-activating protein-binding protein 1,compositionally biased region:Glu-rich,compositionally biased region:Gly-rich,domain:NTF2,domain:RRM,modified residue,
G3bp2	GTPase activating protein (SH3 domain) binding protein 2(G3bp2)	Mus musculus	NA	NA	GO:0006810~transport,GO:0007264~small GTPase mediated signal transduction,GO:0051028~mRNA transport,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR002075:Nuclear transport factor 2,IPR012677:Nucleotide-binding, alpha-beta plait,IPR018222:Nuclear transport factor 2, Eukaryote,	NA	NA	SM00360:RRM,	Alternative splicing,Complete proteome,Isopeptide bond,Methylation,mRNA transport,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Transport,Ubl conjugation,	chain:Ras GTPase-activating protein-binding protein 2,compositionally biased region:Glu-rich,compositionally biased region:Gly-rich,domain:NTF2,domain:RRM,modified residue,sequence conflict,splice variant,
Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1(Khdrbs1)	Mus musculus	m_sam68Pathway:Regulation of Splicing through Sam68,	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0007049~cell cycle,GO:0007166~cell surface receptor signaling pathway,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045948~positive regulation of translational initiation,GO:0046831~regulation of RNA export from nucleus,GO:0046833~positive regulation of RNA export from nucleus,GO:0048024~regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0070618~Grb2-Sos complex,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005070~SH3/SH2 adaptor activity,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0008266~poly(U) RNA binding,GO:0017124~SH3 domain binding,GO:0032403~protein complex binding,GO:0042802~identical protein binding,GO:0044822~poly(A) RNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,	NA	NA	SM00322:KH,	Acetylation,Cell cycle,Complete proteome,Direct protein sequencing,Isopeptide bond,Membrane,Methylation,mRNA processing,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,SH3-binding,Transcription,Transcription regulation,Ubl conjugation,	chain:KH domain-containing, RNA-binding, signal transduction-associated protein 1,compositionally biased region:Arg/Gly-rich,compositionally biased region:Pro-rich,domain:KH,modified residue,sequence conflict,
Khsrp	KH-type splicing regulatory protein(Khsrp)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0006402~mRNA catabolic process,GO:0006810~transport,GO:0008380~RNA splicing,GO:0043488~regulation of mRNA stability,GO:0045019~negative regulation of nitric oxide biosynthetic process,GO:0051028~mRNA transport,GO:0061014~positive regulation of mRNA catabolic process,GO:0061158~3'-UTR-mediated mRNA destabilization,GO:0071345~cellular response to cytokine stimulus,GO:2000628~regulation of miRNA metabolic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0030425~dendrite,GO:0043025~neuronal cell body,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0035925~mRNA 3'-UTR AU-rich region binding,GO:0044822~poly(A) RNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR015096:Domain of unknown function DUF1897,	NA	NA	SM00322:KH,	Acetylation,Complete proteome,Cytoplasm,DNA-binding,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Reference proteome,Repeat,RNA-binding,Transcription,Transcription regulation,Transport,Ubl conjugation,	chain:Far upstream element-binding protein 2,compositionally biased region:Ala/Gly/Pro-rich,compositionally biased region:Gly-rich,compositionally biased region:Gly/Pro-rich,domain:KH 1,domain:KH 2,domain:KH 3,domain:KH 4,modified residue,region of interest:4 X 12 AA imperfect repeats,repeat:1,repeat:2,repeat:3,repeat:4,sequence conflict,
Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm2)	Mus musculus	NA	NA	GO:0000244~spliceosomal tri-snRNP complex assembly,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0006402~mRNA catabolic process,GO:0008380~RNA splicing,	GO:0000932~cytoplasmic mRNA processing body,GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005688~U6 snRNP,GO:0005737~cytoplasm,GO:0030529~intracellular ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:1990726~Lsm1-7-Pat1 complex,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0017160~Ral GTPase binding,GO:0019901~protein kinase binding,GO:0044822~poly(A) RNA binding,	IPR001163:Ribonucleoprotein LSM domain,IPR010920:Like-Sm (LSM) domain,IPR016654:U6 snRNA-associated Sm-like protein LSm2,	mmu03018:RNA degradation,mmu03040:Spliceosome,	PIRSF016394:U6 snRNA-associated Sm-like protein LSm2,	SM00651:Sm,	Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:U6 snRNA-associated Sm-like protein LSm2,modified residue,
Lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm3)	Mus musculus	NA	NA	GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0033962~cytoplasmic mRNA processing body assembly,	GO:0000932~cytoplasmic mRNA processing body,GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005688~U6 snRNP,GO:0030529~intracellular ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:1990726~Lsm1-7-Pat1 complex,	GO:0003723~RNA binding,GO:0030629~U6 snRNA 3'-end binding,GO:0044822~poly(A) RNA binding,	IPR001163:Ribonucleoprotein LSM domain,IPR010920:Like-Sm (LSM) domain,	mmu03018:RNA degradation,mmu03040:Spliceosome,	NA	SM00651:Sm,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:U6 snRNA-associated Sm-like protein LSm3,modified residue,
Lsm5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm5)	Mus musculus	NA	NA	GO:0000398~mRNA splicing, via spliceosome,GO:0000956~nuclear-transcribed mRNA catabolic process,GO:0006397~mRNA processing,GO:0006402~mRNA catabolic process,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005688~U6 snRNP,GO:0005737~cytoplasm,GO:0030529~intracellular ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:1990726~Lsm1-7-Pat1 complex,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0046982~protein heterodimerization activity,	IPR001163:Ribonucleoprotein LSM domain,IPR010920:Like-Sm (LSM) domain,	mmu03018:RNA degradation,mmu03040:Spliceosome,	NA	SM00651:Sm,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:U6 snRNA-associated Sm-like protein LSm5,modified residue,
Lsm8	LSM8 homolog, U6 small nuclear RNA associated(Lsm8)	Mus musculus	NA	NA	GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0030529~intracellular ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,	GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR001163:Ribonucleoprotein LSM domain,IPR010920:Like-Sm (LSM) domain,	mmu03018:RNA degradation,mmu03040:Spliceosome,	NA	SM00651:Sm,	Acetylation,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:U6 snRNA-associated Sm-like protein LSm8,modified residue,
Larp1	La ribonucleoprotein domain family, member 1(Larp1)	Mus musculus	NA	NA	GO:0006413~translational initiation,GO:0008283~cell proliferation,GO:0016239~positive regulation of macroautophagy,GO:0031929~TOR signaling,GO:0045070~positive regulation of viral genome replication,GO:0098609~cell-cell adhesion,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0031931~TORC1 complex,	GO:0000339~RNA cap binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0008190~eukaryotic initiation factor 4E binding,GO:0008494~translation activator activity,GO:0031369~translation initiation factor binding,GO:0044822~poly(A) RNA binding,GO:0048027~mRNA 5'-UTR binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR006607:Protein of unknown function DM15,IPR006630:RNA-binding protein Lupus La,IPR011991:Winged helix-turn-helix DNA-binding domain,	NA	NA	SM00684:DM15,SM00715:LA,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Isopeptide bond,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,Ubl conjugation,	chain:La-related protein 1,compositionally biased region:Pro-rich,domain:HTH La-type RNA-binding,modified residue,splice variant,
Larp4	La ribonucleoprotein domain family, member 4(Larp4)	Mus musculus	NA	NA	GO:0007010~cytoskeleton organization,GO:0022604~regulation of cell morphogenesis,	GO:0016020~membrane,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR006630:RNA-binding protein Lupus La,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00715:LA,	Acetylation,Complete proteome,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,	chain:La-related protein 4,domain:HTH La-type RNA-binding,domain:RRM,modified residue,
